"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"log_q_d[8]",0.402073930063715,0.0124781451163796,1.01489439689114,-1.60551275899139,-0.223895799886128,0.396566106471118,1.03821785312688,2.38304010665564,6615.17969120296,0.999898738643388
"log_q_d[9]",-0.220532214651821,0.0124497724049744,1.00616333580342,-2.2026107770523,-0.861287601258293,-0.229791495169349,0.412635548013828,1.75109600929902,6531.5183487348,0.999766211531082
"log_q_d[10]",-0.134654156140041,0.0123282064076037,1.01472284104224,-2.12105033177156,-0.765140593619353,-0.129409343247654,0.494419827953725,1.89486615752083,6774.77815532705,0.999666570680894
"log_q_d[11]",0.124540256682181,0.0123441408064812,1.01610194794231,-1.86585743335953,-0.512178982279245,0.122832456729241,0.766858041601513,2.15282918613419,6775.67917116868,0.999839445364994
"log_q_d[12]",-0.445823009254417,0.0122328808284386,1.03852371758429,-2.48932224700673,-1.10710773140874,-0.434186628030936,0.208966391067915,1.59286571119299,7207.34562278557,0.999766228945435
"log_q_d[13]",-0.714018473790677,0.0121055599192203,1.00698611262378,-2.70441915767911,-1.34221940296543,-0.714756072365697,-0.0843167260247927,1.27810452569493,6919.53959941326,0.999817544892419
"log_q_d[14]",-0.192978299477413,0.0120236577471811,0.9873882087751,-2.13450461104915,-0.810019223905809,-0.203556614722851,0.416500535151703,1.79965011080989,6743.76863508999,0.999720223859848
"log_q_d[15]",-0.293200743813226,0.0120803249625867,1.00892383614749,-2.31010036596751,-0.92693481236168,-0.288905267435824,0.3293132218265,1.73607876522955,6975.24603555682,0.999762715582483
"log_q_d[16]",1.18488435408394,0.0120793890622677,0.988219546806185,-0.768264379466033,0.557947383385403,1.18735888561189,1.79462710320008,3.14041805936712,6692.94013762378,0.999761457951859
"log_q_d[17]",0.0742013119442276,0.0119863354880501,1.00905939178698,-1.92028839734641,-0.554408754894537,0.0749253867057521,0.705055902150055,2.09052242285942,7086.97008736869,0.999774593808791
"log_q_d[18]",-0.203396006085625,0.0125246820633384,1.04441116190675,-2.30192788763486,-0.866301063596546,-0.214143499855783,0.464906333307455,1.82143586892304,6953.59814532819,0.999891260810045
"log_q_d[19]",-0.499150494683969,0.0125838312840838,1.08203922475399,-2.62156050956981,-1.18504864495816,-0.502268200526822,0.188318357238147,1.63405644605174,7393.67293505148,0.999967110834491
